;id;year;keyword;context;speech_sentiment;n_of_lexicon_words;n_of_countable_words
172;Protocol_1905_03_31_02;1905;sexu;erschreckende anwachsen flut homosexueller schmutz literatur deutlich beweist gaenzliche;-0.1086;0;2
173;Protocol_1905_03_31_02;1905;sexu;aushebung 175 gleichbedeutend offiziellen sanktionierung homosexualitaet gleichsetzung normalen verkehr weib bloch;0;0;0
174;Protocol_1905_03_31_02;1905;sexu;anlass strafbestimmung paragraph175 aufrecht erhalten homosexuale verkehr unsittlichkeit tiefsten grunde herzens;0.008;0;2
175;Protocol_1905_03_31_02;1905;gleichgeschl;deutschen staaten bieten lautes zeugnis gleichgeschlechtlichen verkehr schwere sittliche verirrung strafbare;-0.3516;0;2
176;Protocol_1905_03_31_02;1905;gleichgeschl;laxen gingen griechen auftauchenden auffassung gleichgeschlechtliche verkehr naturanlage entspringe naturnotwendig billigen;-0.2842;0;1
177;Protocol_1905_03_31_02;1905;gleichgeschl;standpunkt moralischen verwerflichkeit krimineller strafbarkeit gleichgeschlechtlicher handlungen entscheidung staat berechtigt laster;-0.4652;0;2
178;Protocol_1905_03_31_02;1905;eulenburg;koerperlichgeistigen gebrechens (hoert hoert rechts) eulenburg realenzyklopaedie bemerkt kontraerer sexualitaet leidenden;-0.3299;0;2
179;Protocol_1905_03_31_02;1905;hirschfeld;wissenschaft darstellen wissenschaft deretwillen  magnus hirschfeld humanitaerwissenschaftlichen komitee welt verlangt tausendjaehrigen;0;0;0
180;Protocol_1905_03_31_02;1905;hirschfeld;ursache erblicken ursache naturanlage magnus hirschfeld unterscheidet jahrbuch sexuelle zwischenstufen jahrgang;0;0;0
181;Protocol_1905_03_31_02;1905;hirschfeld;thiele zitierten vielfachen enqueten  magnus hirschfeld juengst veranstaltet gerichtliche bestrafung eingetragen;-0.0048;0;1
182;Protocol_1905_03_31_02;1905;hirschfeld;beruehmte humanitaerwissenschaftliche komitee spitze magnus hirschfeld charlottenburg entfaltet ungemeine taetigkeit reichte;0.3267;0;1
183;Protocol_1905_03_31_02;1905;komitee;wissenschaft deretwillen  magnus hirschfeld humanitaerwissenschaftlichen komitee welt verlangt tausendjaehrigen grundsaetze resultate;0;0;0
184;Protocol_1905_03_31_02;1905;komitee;geschichte einfach papierkorb werfen humanitaerwissenschaftliche komitee verlangt beruecksichtigung wissenschaft vertreter worte;0.004;0;1
185;Protocol_1905_03_31_02;1905;komitee;grunde standpunkt neuesten jahrbuche humanitaeren komitees 1904 6 entschieden aufgegeben heisst;0.008;0;2
186;Protocol_1905_03_31_02;1905;komitee;paragraf 175 bildete beruehmte humanitaerwissenschaftliche komitee spitze magnus hirschfeld charlottenburg entfaltet;0.3267;0;1
187;Protocol_1905_03_31_02;1905;komitee;ungemeine taetigkeit reichte petition komitee anhaenger kontraersexuellen gerichtliche straflosigkeit soziale;0;0;0
188;Protocol_1905_03_31_02;1905;komitee;fortpflanzung erhaltung gestellt erscheint anschauung komitees unnatuerlich widersprechend bezeichnet homosexualitaet formales;0;0;0
189;Protocol_1905_03_31_02;1905;komitee;entwicklungsstadien begruendetes anormales pathologisches humanitaere komitee homosexuelle betaetigung erlaubt erklaert autoren;0.012;0;3
190;Protocol_1905_03_31_02;1905;komitee;gegangen anschauungen komitee stuetzt krafftebing schrift der kontraersexuale;0.004;0;1
191;Protocol_1905_03_31_02;1905;komitee;raeumen erschreckender offenheit freunde humanitaeren komitees  hans fischer homosexualitaet psychologische erscheinung;-0.0388;0;3
192;Protocol_1905_03_31_02;1905;urani;kapazitaet monographie das paradoxon venus urania 1869 paederastie zeiten voelkern geschlechtlichen;0;0;0
193;Protocol_1905_03_31_02;1905;urni;ehemaliger hannoeverischer assessor spricht male urningen persoenlich gekannt wuerzburg studierte lief;0;0;0
194;Protocol_1905_03_31_02;1905;urni;vorstelle brauche ehemaligen hannoeverischen assessor urning ulrichs erinnern hohlen scheuen blickes;0;0;0
195;Protocol_1905_03_31_02;1905;urni;strassen herumschlich (heiterkeit) ulrichs spricht urningen bezugnehmend stelle platos gastmahl aphroditen;0;0;0
196;Protocol_1905_03_31_02;1905;urni;auszeichnen angeblichen leidensgenossen ergriffen haelt urningsliebe berechtigt heterosexuelle verlangt – – aufhebung strafbestimmungen;-0.0008;0;2
197;Protocol_1905_03_31_02;1905;urni;bedingt besondere anthropologisch verschiedene menschenklasse urninge nachgewiesen anerkennen – erklaert gelehrte –betrachten;0.012;0;3
198;Protocol_1905_03_31_02;1905;urni;verlassen ulrichs verschwinden kaufen 25000 urningen – 25 000 1200 000 – nordpol;-0.3588;0;1
199;Protocol_1905_03_31_02;1905;urni;strafrechtlich verfolgt lÂ«as tersnaea urninge sehnlicher aufhebung paragraf 175 gesetzgeber;-0.0048;0;1
200;Protocol_1905_03_31_02;1905;urni;homosexualitaet psychologische erscheinung berlin 1904 kurnig der neonihilismus anti  militarismus sexualleben;0;0;0
201;Protocol_1905_03_31_02;1905;urni;menschheit) leipzig 1901 nennen philosophie kurnigs gipfelt satze leben wille dasein;0.004;0;1
202;Protocol_1905_03_31_02;1905;175;erklaert gelehrte –betrachten fortbestehen paragraf 175 unbedenklich geheime medizinalrat huepeden gerichtssaal;0.004;0;1
203;Protocol_1905_03_31_02;1905;175;benutzte schriften krafftebing agitation paragraf 175 bildete beruehmte humanitaerwissenschaftliche komitee spitze;0.3219;0;2
204;Protocol_1905_03_31_02;1905;175;tersnaea urninge sehnlicher aufhebung paragraf 175 gesetzgeber leicht verstehen bedenkt paederastie;0.0989;0;4
205;Protocol_1905_03_31_02;1905;175;sexualis 1902 gaenzliche aufhebung paragraf 175 unheilvollsten folgen begleitet – schrenknotzing reformbeduerftigkeit;-0.0096;0;2
206;Protocol_1905_03_31_02;1905;175;8 175 gruende schwerer gewicht fallen medizinische;-0.2201;0;2
207;Protocol_1905_03_31_02;1905;175;falle umstaenden beweisen aufhebung ss 175 erscheint notwendig genuegen ergebnisse medizinischen;-0.2201;0;2
208;Protocol_1905_03_31_02;1905;175;literatur deutlich beweist gaenzliche aushebung 175 gleichbedeutend offiziellen sanktionierung homosexualitaet gleichsetzung;0;0;0
209;Protocol_1905_03_31_02;1905;175;1902 umstaenden besteht anlass strafbestimmung paragraph175 aufrecht erhalten homosexuale verkehr unsittlichkeit;0.012;0;3
210;Protocol_1905_03_31_02;1905;175;staatsinteressen allgemeinen wohlfahrt bleibe paragraf 175 geltung schutz bedrohten sitten kraft;-0.3328;0;3
211;Protocol_1905_03_31_02;1905;sodom;der kontraersexuale strafrichter 1894 hinsichtlich sodomia raiiollc sexus laster hielt unverschuldetes;0;0;0
212;Protocol_1905_03_31_02;1905;sodom;wissenschaft interesse krankhafter naturanlage resultierenden sodomitischen handlungen strafrechtlich verfolgt lÂ«as;0.004;0;1
213;Protocol_1905_03_31_03;1905;sexu;geaeussert jahren bekannt gewordenen faellen homosexualitaet erinnere grossindustriellen rheinland essen krupp;0.004;0;1
214;Protocol_1905_03_31_04;1905;sexu;wichtiger beibehaltung paragraf 175 agitation homosexuellen betreiben unterdruecken agitation neuerdings derartigen;-0.1099;0;4
215;Protocol_1905_03_31_04;1905;sexu;missbilligen gescheut studenten anfrage zuzuschicken homosexuell veranlagt fuehlen (sehr richtig) agitation;-0.0048;0;1
216;Protocol_1905_03_31_04;1905;175;meine laesst verkennen paragraf 175 sehr geeignet krankhaften neigungen bekaempfen;0.1006;0;1
217;Protocol_1905_03_31_04;1905;175;unterdruecken fallen paragraf 175 verhaeltnismaessig faelle mehrzahl faelle straffrei;-0.6978;0;2
218;Protocol_1905_03_31_04;1905;175;bleibt ss 175 gewisse kritik ueben sehr wichtiger;-0.1486;0;2
219;Protocol_1905_03_31_04;1905;175;beibehaltung paragraf 175 agitation homosexuellen betreiben unterdruecken agitation;-0.4921;0;3
220;Protocol_1905_03_31_04;1905;175;agitation dingen unterdrueckt handelte paragraf 175 strafgesetzbuchs zweckentsprechend ere bestimmungen ersetzt;-0.4873;0;2
221;Protocol_1905_03_31_04;1905;175;petenten vielmehr standpunkte faellen paragraf 175 berechtigte neigungen handele bekaempfung neigungen;0;0;0
222;Protocol_1905_03_31_05;1905;sexu;gleichmaessig verfahren vorwiegend gegner auffassung homosexualitaet naturanlage vorgebracht sodass diejenigen aufhebung;-0.3488;0;2
223;Protocol_1905_03_31_05;1905;175;vorgebracht sodass diejenigen aufhebung paragraf 175 eintreten kurz moechte dingen verwahrung;0.3354;0;3
224;Protocol_1905_03_31_05;1905;175;handelt unglueckliche veranlagung standpunkt ss 175 aufrecht erhalten einzige vorteil bringt;-0.289;0;4
225;Protocol_1905_03_31_06;1905;175;elbst entfernt diejenigen seitigung paragraf 175 bezw moeglichst guenstige behandlung vorliegenden;0.0946;0;1
226;Protocol_1905_03_31_06;1905;175;bedeutung anzuerkennen ergebnis beseitigung paragraf 175 spricht kurze beschraenke vermeidung missverstaendnisse;-0.4908;0;6
227;Protocol_1905_03_31_07;1905;sexu;handlung erlaubt unerlaubt verwechsele paederastie homosexualitaet veraltete begriffe identisch erklaeren (heiterkeit;-0.5078;0;3
228;Protocol_1905_03_31_07;1905;sexu;jahren 1815 1873 neuen strafgesetzbuch homosexuelle verkehr strafbar menschenalter meine unterlassung;-0.3476;0;3
229;Protocol_1905_03_31_07;1905;sexu;moeglich zeigen hannover bayern straflosigkeit homosexuellen verkehrs jahren 1815 1873 derartiges;0.004;0;1
230;Protocol_1905_03_31_07;1905;sexu;dessentwillen mindere achtung entgegenzubringen veranlagt normalsexuellen ueberbleibsel furcht bruch endlich falsch;-1.1651;0;3
231;Protocol_1905_03_31_07;1905;sexu;anerkannten auffassung unterschied ehrenmann er homosexuell veranlagt augen charakters ehrenmannes entkleidet;0.0785;0;1
232;Protocol_1905_03_31_07;1905;sexu;einzigen satze gewisse interessierende faelle homosexualitaet kennen lernen diskretion vertretern aufhebung;0.2444;0;2
233;Protocol_1905_03_31_07;1905;sexu;einfach provozieren rueckhaltlos oeffentlichkeit bekannt homosexuelle neigung meinung betaetigen testament verstorbenen;-0.3249;0;4
234;Protocol_1905_03_31_07;1905;sexu;naturanlage herr kollege damm agitation homosexuellen geeignet moral untergraben weiss agitation;0.0902;0;5
235;Protocol_1905_03_31_07;1905;hirschfeld;klaren unantastbaren beweises umgeben erklaert hirschfeld moll krafft ebing die bewegung;0.012;0;3
236;Protocol_1905_03_31_07;1905;hirschfeld;theorie vervollstaendigen masse erfahrung krafftebing hirschfeld ansicht einzelfrage geaendert geringere glaubwuerdigkeit;-0.6541;0;3
237;Protocol_1905_03_31_07;1905;komitee;unterrichtet grosse mehrzahl petition gerichtet komitee vornherein wissen stellung einnehmen bereit;0.3814;0;4
238;Protocol_1905_03_31_07;1905;komitee;verstorbenen polizeidirektors meerscheidt – huellessem humanitaeren komitee uebergeben genannt bekannt paragraf 175;0.008;0;2
239;Protocol_1905_03_31_07;1905;komitee;weiss agitation gefaellt ausfuehrungen humanitaere komitee uebertrieben zweifel bewegung sympathisch antipathisch;0.6679;0;6
240;Protocol_1905_03_31_07;1905;komitee;bewegung eigen gewiss beispielsweise humanitaere komitee ohren verfehlen drucksachen offenem couvert;-0.0333;0;2
241;Protocol_1905_03_31_07;1905;komitee;leopold haffner mainz brief wissenschaftlichhumanitaere komitee hingewiesen dass 175 straffreiheit christentum;0;0;0
242;Protocol_1905_03_31_07;1905;175;unwichtiges moment bestrebungen einschraenkung paragraf 175 unterstuetzt kollege thaler paar male;-0.5441;0;3
243;Protocol_1905_03_31_07;1905;175;kennen lernen diskretion vertretern aufhebung 175 streng eingehalten akuten faellen dementieren;-0.1087;0;4
244;Protocol_1905_03_31_07;1905;175;komitee uebergeben genannt bekannt paragraf 175 bestraft zweck leugnen leugnen stelle;-1.4495;0;4
245;Protocol_1905_03_31_07;1905;175;vorliegen feld fuehren aenderung aufhebung 175 verweise bischof paul leopold haffner;-0.0008;0;2
246;Protocol_1905_03_31_07;1905;175;brief wissenschaftlichhumanitaere komitee hingewiesen dass 175 straffreiheit christentum streng verbotener geschlechtshandlungen;-0.7228;0;2
247;Protocol_1905_03_31_07;1905;175;bischof haffner mainz die aufhebung 175 vollstaendig berechtigt anerkennen diejenigen die;0.0032;0;3
248;Protocol_1905_03_31_07;1905;175;meinetwegen anthropologischen grundsaetzen verstoesst fassung 175 zweifel sozialdemokraten strafgesetzbuch paragrafen gefaehrlicher;-0.9935;0;3
249;Protocol_1905_03_31_07;1905;175;verhaengnisvoller ungerechter erscheinen paragraf 175 hindern gesetzesaenderung einzutreten berechtigt halte;-1.1174;0;2
250;Protocol_1905_03_31_07;1905;175;stoerer untergraber sittlichkeit hingestellt paragraf 175 rueckstaenden mittelalter gesetzgebung endgueltig brechen;-0.8621;0;2
251;Protocol_1905_03_31_07;1905;175;einschraenkung paragraf 175 derartiger schnitt bitten zuzustimmen;-0.2048;0;1
252;Protocol_1905_03_31_08;1905;sexu;hirschfeld broschuere paragraf 175 reichsstrafgesetzbuchs – homosexuelle urteile zeitgenossen – leipzig verlag max;0;0;0
253;Protocol_1905_03_31_08;1905;sexu;belegstellen verwertbar bischofs haffner unterstuetzung homosexueller betaetigung aussprechen einzige stelle werke;0.004;0;1
254;Protocol_1905_03_31_08;1905;hirschfeld;bischof haffner schriften behandelt bestrebungen hirschfeld zustimmend gegenuebergestanden vielmehr in gebiet;0.004;0;1
255;Protocol_1905_03_31_08;1905;hirschfeld;laesst nachgelassenen papieren haffners feststellen hirschfeld broschuere paragraf 175 reichsstrafgesetzbuchs – homosexuelle;0;0;0
256;Protocol_1905_03_31_08;1905;175;gestellt lautet es erscheint paragraf 175 inkonsequenz beseitigung recht gefordert allemmeine;-0.0463;0;3
257;Protocol_1905_03_31_08;1905;175;zustimmendes saetzchen agitation zwecke aufhebung 175 jahren geradezu groben unfug treibt;-0.6985;0;4
258;Protocol_1905_03_31_08;1905;175;haffners feststellen hirschfeld broschuere paragraf 175 reichsstrafgesetzbuchs – homosexuelle urteile zeitgenossen – leipzig;0;0;0
259;Protocol_1905_03_31_08;1905;175;namensunterschrift bestaetigen bemerkt ob abaenderung 175 gruenden humanitaet empfiehlt lasse dahingestellt;0.0894;0;2
260;Protocol_1905_03_31_08;1905;175;ueberhaupt sehr mild erscheint paragraf 175 inkonsequenz beseitigung recht gefordert reellen;0.284;0;4
261;Protocol_1905_03_31_08;1905;widernat;sinn kontextes moderne gesetzgebung streng widernatuerlichen homogenen unzucht unnatuerliche unzucht bestrafen;-0.9119;0;5
262;Protocol_1905_03_31_10;1905;sexu;standen leipziger volkszeitung behauptungen vorwaerts homosexuellen verkehr krupps unrichtig kellner berlin;0;0;0
263;Protocol_1905_03_31_10;1905;komitee;thaler unzweifelhaft bischof haffner humanitaeren komitee geforderte abaenderung paragraf 175;0.008;0;2
264;Protocol_1905_03_31_10;1905;175;erwaehnt egal haffner beseitigung paragraf 175 angefuehrt zentrum partei nahestehende personen;-0.0048;0;1
265;Protocol_1905_03_31_10;1905;175;freundliche stellung aufhebung paragraf 175 einnehmen glaubt kollege thaler beweisen;0.6014;0;3
266;Protocol_1905_03_31_10;1905;175;unmoeglich kuemmere notwendigkeit aenderung paragraf 175 mindesten verstaerkt bischof anerkennt kollege;-0.1463;0;4
267;Protocol_1905_03_31_10;1905;175;haffner beseitigung einschraenkung verschaerfung paragraf 175 ausdehnung weibliche geschlecht reden petition;-0.2096;0;2
268;Protocol_1905_03_31_10;1905;175;humanitaeren komitee geforderte abaenderung paragraf 175;0.004;0;1
269;Protocol_1905_03_31_11;1905;hirschfeld;tagesordnung petition 369 di mod hirschfeld charlottenburg genossen aufhebung 8 strafgesetzbuchs;0.4935;0;2
270;Protocol_1905_05_12_01;1905;widernat;stimme vollstaendig kollegen roeren – menschen widernatuerlichen reiz geschlechtlichen literatur anschauen nuditaeten;-0.3024;0;2
271;Protocol_1906_03_03_01;1906;sexu;ganz angeboten bilder homosexualitaet maennern frauen kemmer pruefung 1299;0.0711;0;1
272;Protocol_1906_03_03_01;1906;sexu;verschiedene weibliche homosexuelle bilder 274 maennliche gelegen anzeigeblatt;0;0;0
273;Protocol_1907_03_02_01;1907;eulenburg;philister umgebracht liebenberg (zuruf sozialdemokraten eulenburg) – liebenberg (heiterkeit) – dritten kanzler ungeheuer;-0.0048;0;1
274;Protocol_1907_03_02_01;1907;philist;beschwert moebel hinausbringen zweiten kanzler philister umgebracht liebenberg (zuruf sozialdemokraten eulenburg;-0.0413;0;1
275;Protocol_1907_11_28_01;1907;eulenburg;norddeutschen allgemeinen zeitung angriffen fuersten eulenburg norddeutsche allgemeine zeitung verschiedene zeitungen;-0.212;0;1
276;Protocol_1907_11_28_01;1907;harden;wenden abgeordnete spahn einzelheiten prozesses moltkeharden zustaende armee gesprochen (bravo rechts;0.004;0;1
277;Protocol_1907_11_28_01;1907;harden;entschiedenheit (bravo rechts) gewiss prozess moltkeharden sittliche verfehlungen einzelner glaubhaft ekel;-0.4668;0;2
278;Protocol_1907_11_28_01;1907;moltke;wenden abgeordnete spahn einzelheiten prozesses moltkeharden zustaende armee gesprochen (bravo rechts;0.004;0;1
279;Protocol_1907_11_28_01;1907;moltke;entschiedenheit (bravo rechts) gewiss prozess moltkeharden sittliche verfehlungen einzelner glaubhaft ekel;-0.4668;0;2
280;Protocol_1907_11_28_01;1907;sodom;lande schoenes vorbild deutsche volk sodom deutschen armee herrschen zustaende sinkenden;0.0081;0;1
281;Protocol_1907_11_28_01;1907;kamarill;seele gesprochen (lebhaftes bravo) thema kamarilla moechte versuch abgeordneten spahn wenden;0.345;0;1
282;Protocol_1907_11_28_01;1907;kamarill;notiz sinne anzuhaengen entrefilet thema kamarilla allgemeine beachtung jahre stelle kamarilla;0.004;0;1
283;Protocol_1907_11_28_01;1907;kamarill;deutsches kamarilla fremde giftpflanze versucht giftpflanze deutschland;-0.4939;0;1
284;Protocol_1907_11_28_01;1907;kamarill;negationen ergeben bejahung eingefallen vorhandensein kamarillen deutschen fuerstenhoefen vergangenheit abrede leugnung;0;0;0
285;Protocol_1907_11_28_01;1907;kamarill;geschichtlichen existenz kamarilla deutschland halbes mund gelegt leipziger;0;0;0
286;Protocol_1907_11_28_01;1907;kamarill;hamburgamerikalinie ballin male sah sprach ballinkamarilla (heiterkeit) denke leugnen hoefische kamarillen;-0.4862;0;1
287;Protocol_1907_11_28_01;1907;kamarill;favoritenwirtschaft vorigen jahrhunderts monarch beschaffen kamarilla entwickeln einfluss gewinnen – einflusslose kamarilla;0.004;0;1
288;Protocol_1907_11_28_01;1907;kamarill;ueberhaupt kamarilla voraussetzung gedeihen giftpflanze abgeschlossen unselbstaendigkeit;0.2206;0;2
289;Protocol_1907_11_28_01;1907;kamarill;vorgeworfen denke gerede geraune gefluester kamarilla endlich einzustellen (sehr gut) werfen;0;0;0
290;Protocol_1907_11_28_01;1907;kamarill;angriffe intrigen schuetzen aufloesung reichstags kamarilla intrigen allsolchem zeug allermindeste (sehr;-0.2168;0;2
291;Protocol_1907_11_28_02;1907;175;ausreichen unsererseits bereit verschaerfung paragraf 175 erwaegung (sehr richtig rechts) besonders;0.012;0;3
292;Protocol_1907_11_28_02;1907;widernat;meine widernatuerlichen verfehlungen denke genau kollege heckscher;-0.3072;0;3
293;Protocol_1907_11_28_03;1907;eulenburg;nahrung hat endlich aussage fuersten eulenburg aeusserungen majestaet hohenlohe sicherheit verloren;-0.385;0;3
294;Protocol_1907_11_28_03;1907;harden;tiefbedauerlichen eindruck hinterlassen prozess moltke harden (sehr wahr) kamarillagerede norddeutsche allgemeine;0.004;0;1
295;Protocol_1907_11_28_03;1907;harden;eingreifen dankbar (bravo mitte) prozess moltkeharden entlassung anschloss offizier verfuegbare raeume;0.0806;0;2
296;Protocol_1907_11_28_03;1907;harden;kaserne verkehr beschraenken einzelne garderegiment harden vielmehr behauptet kavallerieregimenter preussen verseucht;-0.0048;0;1
297;Protocol_1907_11_28_03;1907;moltke;sommer tiefbedauerlichen eindruck hinterlassen prozess moltke harden (sehr wahr) kamarillagerede norddeutsche;0.004;0;1
298;Protocol_1907_11_28_03;1907;moltke;eingreifen dankbar (bravo mitte) prozess moltkeharden entlassung anschloss offizier verfuegbare raeume;0.0806;0;2
299;Protocol_1907_11_28_03;1907;kamarill;prozess moltke harden (sehr wahr) kamarillagerede norddeutsche allgemeine zeitung nahrung hat;0;0;0
300;Protocol_1907_11_28_04;1907;harden;moechte meinerseits kurzes prozess moltke harden reden ekel abscheu deutsche volk;-0.1218;0;3
301;Protocol_1907_11_28_04;1907;harden;geschehen gerichtliches verfahren faellen falle harden moltke kritisch beleuchtet sehr menge;-0.4183;0;2
302;Protocol_1907_11_28_04;1907;harden;dahingestellt instanz gegangen falle moltke harden absehen gesetzgeber unmoeglich angeklagter privatklageverfahren;-0.5712;0;2
303;Protocol_1907_11_28_04;1907;harden;kennen urteil schoeffengerichts prozess moltke harden ergangen betrachten unbegreiflichkeit finde;0;0;0
304;Protocol_1907_11_28_04;1907;moltke;ich moechte meinerseits kurzes prozess moltke harden reden ekel abscheu deutsche;-0.1218;0;3
305;Protocol_1907_11_28_04;1907;moltke;gerichtliches verfahren faellen falle harden moltke kritisch beleuchtet sehr menge schmutz;-0.4725;0;3
306;Protocol_1907_11_28_04;1907;moltke;gilt dahingestellt instanz gegangen falle moltke harden absehen gesetzgeber unmoeglich angeklagter;-0.5712;0;2
307;Protocol_1907_11_28_04;1907;moltke;leipzig kennen urteil schoeffengerichts prozess moltke harden ergangen betrachten unbegreiflichkeit finde;0;0;0
308;Protocol_1907_11_28_05;1907;harden;gedacht richthofen bemerkung ueberhoert verfahren harden behauptet kavallerieregimenter preussen verseucht hinzugefuegt;0.004;0;1
309;Protocol_1907_11_28_05;1907;harden;kreise deutschen volkes behauptungen prozess harden aufgestellt auskunft erteilt (sehr wahr;0.2176;0;1
310;Protocol_1907_11_28_05;1907;kamarill;sei vorigen herbst sturze gesprochen kamarillagerede gesprochen waisenknabe bezug presse weiss;-0.6316;0;1
311;Protocol_1907_11_28_05;1907;kamarill;reichskanzler falsch unterrichtet presse zuschiebt kamarillagerede jahresfrist geruechten gesprochen gegnerische presse;-0.7618;0;1
312;Protocol_1907_11_28_05;1907;kamarill;presse norddeutsche allgemeine zeitung bezug kamarillagerede erwaehnt erwaehnt mitteilungen hohenlohes memoiren;0;0;0
313;Protocol_1907_11_28_05;1907;kamarill;glaube stehe boden geschaeftsordnung zurueckweise – – kamarillagerede zuverlaessigkeit eingebuesst reichskanzler erwaehnung norddeutschen;0.004;0;1
314;Protocol_1907_11_28_05;1907;kamarill;verbindung braechte erwaehnen mitte wahlkreise kamarillagerede gebe ausdruck wiederholen erklaeren eroerterungen;0;0;0
315;Protocol_1907_11_29_01;1907;sexu;eroerterung kamarillaaffaeren sehr unangenehme sprache sexuelle sachen unangenehmster sachen bekanntlich breitesten;-0.9382;0;2
316;Protocol_1907_11_29_01;1907;eulenburg;fuerst bismarck hauptsaechlich liebenberger spitze eulenburg monaten abgesaegt ist eulenburg fuerst;0.004;0;1
317;Protocol_1907_11_29_01;1907;eulenburg;posten auswaertigen amt aufgab fuerst eulenburg fuersten hohenlohe heran bat moege;0.1352;0;2
318;Protocol_1907_11_29_01;1907;eulenburg;gewaltig uebelnahm tausch vertrauensmann fuersten eulenburg moralisch prozess sehr schlecht abgeschnitten;-0.7626;0;3
319;Protocol_1907_11_29_01;1907;eulenburg;auswaertigen amt moeglich schlaegt fuerst eulenburg buelow staatssekretaer auswaertige amt buelow;-0.0266;0;2
320;Protocol_1907_11_29_01;1907;eulenburg;reiste nunmehr wien – berlin – fuersten eulenburg erklaert moegen rom antwortet bernhard;0.349;0;2
321;Protocol_1907_11_29_01;1907;eulenburg;meinte sie's lieber – antwortet eulenburg koenige koenig (hoert hoert) bekanntlich;0.1131;0;1
322;Protocol_1907_11_29_01;1907;eulenburg;weise gerissen erklaert ohren fuersten eulenburg zufassen lasse fuersten eulenburg spiel;0.2284;0;2
323;Protocol_1907_11_29_01;1907;harden;sogenannten kamarilla angeschnitten bekanntermassen prozess moltkeharden aktuell aufgetaucht reichskanzler veranlassung schaerfsten;0.2288;0;2
324;Protocol_1907_11_29_01;1907;harden;damalige buelow gesandter rom erzaehlt harden prozess hierueber (rufe ach oh;0;0;0
325;Protocol_1907_11_29_01;1907;harden;allgemeinheit sprechen bebel abgeordneter marschall harden auswaertigen amt moeglich schlaegt fuerst;-0.0266;0;2
326;Protocol_1907_11_29_01;1907;moltke;sogenannten kamarilla angeschnitten bekanntermassen prozess moltkeharden aktuell aufgetaucht reichskanzler veranlassung schaerfsten;0.2288;0;2
327;Protocol_1907_11_29_01;1907;lesb;genau geartete liebe weiblichen geschlecht lesbische liebe nennt griechische lesbische liebe;0.2995;0;4
328;Protocol_1907_11_29_01;1907;175;hauses ausgefuehrt diejenigen berlin paragraf 175 verstiessen verantwortung gezogen reichen neue;-0.2194;0;4
329;Protocol_1907_11_29_01;1907;175;wiederholt trifft maennerkreise damenkreise paragraf 175 trifft (zurufe wahrscheinlich auch) maennerkreise;0;0;0
330;Protocol_1907_11_29_01;1907;175;sozialdemokraten) polizei maenner eingetragen 8 175 suendigen faellen werkzeug hergeben geld;0;0;0
331;Protocol_1907_11_29_01;1907;175;rufe hoert hoert) anklage paragraf 175 erhoben ehrengericht aufgerufen charakteristische sehr;-0.3468;0;1
332;Protocol_1907_11_29_01;1907;175;eisen ausgebrannt (zuruf)  jawohl paragraf 175 ansicht unhaltbar (erneuter zuruf  glocke;0;0;0
333;Protocol_1907_11_29_01;1907;175;unterbrechen bebel abgeordneter  kollege heckscher 175 beratung posten alsdann material vorlegen;-0.0048;0;1
334;Protocol_1907_11_29_01;1907;175;macht verfolgt notwendigerweise umstaenden tz 175 bestehen thema etat kriegsministers sprechen;0.008;0;2
335;Protocol_1907_11_29_01;1907;175;hoechste vorgegangen angefuehrten gruenden tz 175 strafgesetzbuchs unhaltbar herausgestellt ss 86;0;0;0
336;Protocol_1907_11_29_01;1907;kamarill;beschweren erachtens inneren minder sogenannten kamarilla angeschnitten bekanntermassen prozess moltkeharden aktuell;-0.0373;0;2
337;Protocol_1907_11_29_01;1907;kamarill;auszusprechen andeutungen glaube 30 annehmen kamarilla meinung deutschland vorhanden entschiedenste bestritten;0.004;0;1
338;Protocol_1907_11_29_01;1907;kamarill;bestreiten gute recht bestreiten richtig kamarilla hintertreppenpolitik deutschland neues spielt bereits;0.3836;0;4
339;Protocol_1907_11_29_01;1907;kamarill;schaffen gegengewicht berater pflichtgemaess opponieren kamarilla (sehr richtig sozialdemokraten) hintertreppenpolitik beschuldigt;-0.3184;0;3
340;Protocol_1907_11_29_01;1907;kamarill;marschall minister auswaertigen amts hintertreppenpolitik kamarilla (sehr richtig) marschall kreisen gefallen;-0.2153;0;1
341;Protocol_1907_11_29_01;1907;kamarill;fuehren fest zustand deutschland beschaemend kamarilla hintertreppenwirtschaft parlamentarisch regierten lande denkbar;0.2386;0;2
342;Protocol_1907_11_29_01;1907;kamarill;lenken (sehr richtig sozialdemokraten) eroerterung kamarillaaffaeren sehr unangenehme sprache sexuelle sachen;-0.4651;0;2
343;Protocol_1907_11_29_02;1907;sexu;eulenburg beschuldigen indirekt verbluemten worten homosexuell betaetigt neigung kommandanten hauptquartiers chef;-0.3264;0;1
344;Protocol_1907_11_29_02;1907;sexu;moltke anschliessen graf moltke jegliche homosexuelle betaetigung neigung gewiesen offiziere generaele;0;0;0
345;Protocol_1907_11_29_02;1907;eulenburg;erwiesen noch genannt gezeigt fuersten eulenburg grafen moltke unzweifelhaft fest maenner;0.2386;0;2
346;Protocol_1907_11_29_02;1907;eulenburg;zukunft gewinnt ansicht offensichtlich fuersten eulenburg beschuldigen indirekt verbluemten worten homosexuell;-0.3184;0;3
